user_id,avg_amount,median_amount,amount_std,min_amount,max_amount,transaction_count,preferred_category,avg_hour,weekend_ratio,first_transaction,last_transaction,cluster
USER_0408,538.1,462.0,365.85,81,1242,10,Groceries,14.6,0.4,2024-02-08 07:56:00,2024-11-29 09:22:00,0
USER_0409,683.33,667.0,501.94,46,1664,9,Bills & Utilities,14.56,0.33,2024-01-03 10:06:00,2024-12-26 08:36:00,2
USER_0410,804.5,576.5,808.46,191,2385,6,Groceries,12.0,0.5,2024-01-28 10:16:00,2024-12-10 16:15:00,0
USER_0411,1067.83,707.5,1055.05,61,3084,12,Food & Dining,15.25,0.25,2024-01-21 12:28:00,2024-12-24 10:57:00,3
USER_0412,1147.89,476.0,1759.86,94,5729,9,Transfer to Friends,16.44,0.11,2024-01-11 14:56:00,2024-12-22 16:03:00,4
USER_0413,1534.0,321.0,1758.12,50,4103,9,Education,12.78,0.33,2024-03-03 09:52:00,2024-12-15 16:19:00,1
USER_0414,627.33,503.0,492.03,87,1279,6,Shopping,14.0,0.33,2024-01-24 20:24:00,2024-12-30 20:29:00,2
USER_0415,1488.5,697.5,1863.75,65,6352,12,Food & Dining,14.5,0.33,2024-03-19 16:04:00,2024-12-27 09:08:00,1
USER_0416,1469.58,503.0,2307.41,65,6913,12,Healthcare,13.92,0.17,2024-03-12 09:46:00,2024-12-16 09:15:00,1
USER_0417,757.11,542.0,547.75,102,1808,9,Education,14.78,0.33,2024-03-03 18:22:00,2024-11-28 20:43:00,2
USER_0418,1725.17,1020.5,1917.7,116,4830,6,Transfer to Friends,14.83,0.33,2024-02-20 19:35:00,2024-07-22 18:22:00,1
USER_0419,657.7,618.0,475.63,107,1523,10,Groceries,11.8,0.3,2024-01-12 10:15:00,2024-11-25 11:33:00,2
USER_0420,342.86,327.0,206.89,81,759,14,Food & Dining,13.29,0.5,2024-01-30 12:35:00,2024-12-28 13:57:00,3
USER_0421,652.75,530.5,456.67,244,1598,8,Entertainment,13.62,0.5,2024-01-30 19:43:00,2024-12-26 09:44:00,0
USER_0422,684.08,347.0,830.6,87,2679,13,Entertainment,15.38,0.46,2024-02-03 14:12:00,2024-11-30 17:25:00,3
USER_0423,636.6,610.0,546.22,99,1458,5,Transportation,14.4,0.4,2024-01-01 18:49:00,2024-10-30 21:08:00,0
USER_0424,506.5,409.0,360.15,168,1086,8,Fuel,12.75,0.12,2024-01-12 08:48:00,2024-10-29 11:28:00,2
USER_0425,1027.8,965.0,796.11,76,2397,15,Healthcare,15.0,0.47,2024-01-18 15:05:00,2024-12-21 13:50:00,3
USER_0426,669.55,406.0,662.4,60,1955,11,Groceries,12.09,0.27,2024-01-06 10:19:00,2024-12-16 06:10:00,2
USER_0427,797.12,624.0,557.59,253,1933,8,Groceries,15.38,0.38,2024-01-30 16:58:00,2024-11-18 10:51:00,0
USER_0428,611.1,690.5,394.81,52,1348,10,Food & Dining,12.0,0.2,2024-03-12 10:14:00,2024-12-30 14:13:00,2
USER_0429,1677.6,569.0,2421.99,148,7310,10,Entertainment,14.6,0.1,2024-05-02 19:41:00,2024-12-24 11:23:00,1
USER_0430,678.89,651.0,364.5,164,1326,9,Fuel,15.89,0.44,2024-01-02 18:07:00,2024-12-08 20:13:00,0
USER_0431,628.57,395.0,602.09,93,1752,7,Entertainment,14.29,0.14,2024-03-19 18:59:00,2024-12-12 11:23:00,2
USER_0432,482.8,405.0,431.16,63,1328,10,Bills & Utilities,13.7,0.4,2024-03-31 13:29:00,2024-12-11 12:08:00,0
USER_0433,791.45,803.0,661.37,50,2141,11,Fuel,15.27,0.45,2024-02-23 19:59:00,2024-11-23 17:45:00,0
USER_0434,1097.08,593.5,1315.88,149,4465,12,Fuel,14.5,0.17,2024-02-04 15:46:00,2024-12-27 18:35:00,4
USER_0435,746.12,565.5,703.51,115,1901,8,Groceries,12.62,0.25,2024-01-30 11:15:00,2024-12-24 12:43:00,2
USER_0436,1950.6,1765.0,1042.53,851,3648,5,Education,13.8,0.0,2024-01-17 16:00:00,2024-12-27 14:04:00,4
USER_0437,1576.42,506.5,2042.03,147,5818,12,Food & Dining,13.92,0.42,2024-02-27 19:46:00,2024-12-05 09:38:00,1
USER_0438,758.53,497.0,924.9,103,3872,15,Food & Dining,13.8,0.13,2024-03-19 09:50:00,2024-12-26 15:43:00,3
USER_0439,791.19,527.5,779.36,184,3219,16,Groceries,15.5,0.25,2024-01-08 19:32:00,2024-12-30 13:12:00,3
USER_0440,2340.0,1935.0,1771.94,206,5886,8,Bills & Utilities,13.38,0.12,2024-01-30 12:16:00,2024-12-14 10:50:00,1
USER_0441,555.14,550.0,302.7,151,1135,7,Transfer to Friends,13.14,0.57,2024-03-10 12:35:00,2024-11-03 14:45:00,0
USER_0442,538.55,286.0,692.22,45,2363,11,Food & Dining,14.64,0.18,2024-03-21 09:19:00,2024-11-24 12:57:00,2
USER_0443,971.4,691.0,801.14,89,2625,10,Transfer to Friends,13.3,0.2,2024-04-29 09:57:00,2024-11-22 09:34:00,2
USER_0444,1492.17,1253.0,1227.85,336,3762,6,Healthcare,12.33,0.17,2024-02-29 10:58:00,2024-12-24 19:35:00,4
USER_0445,1221.87,505.0,1570.09,47,5117,15,Education,12.93,0.47,2024-01-16 09:15:00,2024-12-06 16:55:00,3
USER_0446,747.6,303.5,1179.22,105,4004,10,Entertainment,12.2,0.2,2024-01-23 08:13:00,2024-10-31 08:16:00,4
USER_0447,1151.67,733.5,1487.56,60,5191,12,Education,15.42,0.17,2024-01-05 19:07:00,2024-11-09 19:16:00,4
USER_0448,1559.5,1279.0,1039.75,436,3337,12,Education,13.67,0.25,2024-01-04 09:53:00,2024-12-24 15:12:00,4
USER_0449,991.09,566.0,1216.85,130,4253,11,Entertainment,16.27,0.18,2024-01-26 12:36:00,2024-10-29 21:00:00,4
USER_0450,1005.47,609.0,1201.04,114,4538,15,Food & Dining,13.07,0.27,2024-01-05 12:36:00,2024-10-25 07:47:00,3
USER_0451,639.67,456.0,725.03,54,1994,6,Transportation,14.5,0.0,2024-02-07 21:11:00,2024-11-28 17:47:00,2
USER_0452,831.92,392.5,1069.76,89,3832,12,Groceries,14.83,0.17,2024-01-19 19:51:00,2024-12-27 21:40:00,3
USER_0453,1617.83,857.0,1996.76,79,6039,12,Education,14.0,0.25,2024-01-05 08:26:00,2024-12-02 19:44:00,1
USER_0454,1554.33,883.0,1489.57,356,5668,15,Education,13.8,0.2,2024-01-11 12:22:00,2024-12-02 17:18:00,3
USER_0455,850.38,357.0,1568.76,74,4714,8,Food & Dining,12.0,0.5,2024-01-02 07:32:00,2024-12-24 10:26:00,0
USER_0456,994.4,599.0,1298.01,28,4204,10,Transportation,13.7,0.4,2024-01-13 10:23:00,2024-11-10 18:21:00,3
USER_0457,1597.7,1031.5,1177.96,661,4122,10,Transfer to Friends,15.3,0.2,2024-01-17 15:11:00,2024-12-22 18:23:00,4
USER_0458,1286.23,1061.0,1008.48,145,3364,13,Healthcare,13.69,0.15,2024-01-04 10:50:00,2024-12-30 18:56:00,4
USER_0459,524.6,123.0,855.05,35,2038,5,Transportation,15.4,0.2,2024-05-24 18:21:00,2024-11-15 18:51:00,2
USER_0460,1399.62,873.5,1444.07,124,4659,16,Transfer to Friends,15.69,0.31,2024-01-23 18:38:00,2024-11-23 19:56:00,3
USER_0461,558.17,505.5,324.7,128,1329,12,Groceries,14.0,0.08,2024-05-06 17:22:00,2024-11-20 19:28:00,2
USER_0462,669.0,697.0,277.2,207,1079,8,Groceries,12.25,0.5,2024-01-08 21:47:00,2024-12-06 13:31:00,0
USER_0463,720.56,247.0,931.14,105,2594,9,Food & Dining,12.56,0.22,2024-01-04 08:50:00,2024-11-19 08:15:00,2
USER_0464,1060.83,516.5,1497.2,227,5668,12,Groceries,14.25,0.33,2024-01-26 10:36:00,2024-12-14 11:49:00,3
USER_0465,833.58,475.5,809.17,40,2746,12,Bills & Utilities,12.33,0.33,2024-01-10 07:45:00,2024-12-10 17:30:00,3
USER_0466,947.0,841.0,600.07,204,2081,14,Shopping,14.36,0.43,2024-01-12 12:16:00,2024-10-01 19:06:00,3
USER_0467,728.75,723.0,451.44,127,1374,8,Shopping,13.75,0.25,2024-01-26 07:14:00,2024-12-09 12:58:00,2
USER_0468,1172.6,1110.0,882.27,126,2863,10,Healthcare,13.2,0.3,2024-02-29 20:44:00,2024-11-27 12:50:00,4
USER_0469,1167.17,678.0,1730.1,72,6446,12,Education,15.42,0.17,2024-05-21 15:13:00,2024-12-20 18:47:00,4
USER_0470,1923.1,684.5,1851.18,380,4479,10,Education,16.1,0.3,2024-02-09 13:51:00,2024-12-30 15:43:00,1
USER_0471,795.73,408.0,1312.89,97,4698,11,Entertainment,17.09,0.27,2024-02-03 14:55:00,2024-11-28 13:32:00,3
USER_0472,1761.0,769.0,2331.79,152,7296,9,Healthcare,14.11,0.33,2024-01-16 11:37:00,2024-10-27 19:18:00,1
USER_0473,1452.44,647.0,1775.17,49,5536,9,Education,15.67,0.22,2024-02-13 14:41:00,2024-12-05 19:37:00,1
USER_0474,1126.0,520.0,1420.49,68,4139,7,Bills & Utilities,12.57,0.43,2024-03-24 12:46:00,2024-09-27 15:47:00,0
USER_0475,464.0,415.5,392.33,39,1403,10,Education,15.1,0.2,2024-01-22 20:56:00,2024-11-09 18:45:00,2
USER_0476,819.22,519.0,880.77,35,2840,9,Transportation,10.11,0.11,2024-02-22 11:16:00,2024-12-24 12:19:00,2
USER_0477,1191.78,540.0,1439.02,96,4377,9,Bills & Utilities,14.11,0.11,2024-01-19 18:13:00,2024-12-13 18:59:00,4
USER_0478,1233.82,689.0,1762.53,83,6370,11,Groceries,13.73,0.18,2024-01-09 20:44:00,2024-08-27 21:21:00,4
USER_0479,386.67,369.0,229.11,72,764,9,Food & Dining,15.22,0.33,2024-03-01 08:35:00,2024-09-14 12:54:00,2
USER_0480,1098.3,609.5,1243.15,69,4238,10,Bills & Utilities,13.8,0.2,2024-01-30 12:37:00,2024-12-26 12:25:00,4
USER_0481,1185.1,754.0,1384.54,44,4783,10,Entertainment,14.6,0.3,2024-02-02 19:21:00,2024-12-15 18:49:00,4
USER_0482,1356.77,934.0,1405.99,159,4583,13,Healthcare,15.08,0.46,2024-02-23 13:25:00,2024-12-21 09:46:00,3
USER_0483,788.75,610.5,657.07,139,2582,12,Groceries,15.58,0.33,2024-02-07 20:31:00,2024-10-30 16:49:00,3
USER_0484,1618.38,813.5,1647.98,55,4739,8,Bills & Utilities,13.25,0.12,2024-03-15 16:07:00,2024-10-18 18:27:00,4
USER_0485,1175.25,1029.0,1007.55,49,2857,8,Education,12.62,0.5,2024-01-06 07:34:00,2024-12-27 10:49:00,0
USER_0486,1021.73,452.0,1039.07,66,3366,11,Food & Dining,12.0,0.18,2024-01-18 13:08:00,2024-12-22 20:40:00,4
USER_0487,1073.69,602.5,1304.32,125,5023,16,Bills & Utilities,15.12,0.31,2024-02-07 11:08:00,2024-12-25 18:27:00,3
USER_0488,618.11,426.0,398.18,253,1505,9,Bills & Utilities,13.44,0.44,2024-03-10 14:21:00,2024-12-30 16:26:00,0
USER_0489,956.92,896.0,643.47,85,2264,12,Education,12.75,0.33,2024-01-07 21:54:00,2024-12-23 18:19:00,3
USER_0490,977.67,652.0,1050.99,146,2900,6,Bills & Utilities,14.0,0.33,2024-01-01 08:54:00,2024-10-06 20:00:00,0
USER_0491,878.53,1048.0,624.0,156,2257,15,Bills & Utilities,12.2,0.33,2024-01-09 08:22:00,2024-10-18 10:36:00,3
USER_0492,809.7,532.0,865.24,70,3040,10,Groceries,12.9,0.4,2024-02-11 07:31:00,2024-09-02 14:48:00,0
USER_0493,812.5,463.0,845.05,80,2351,10,Transportation,13.7,0.3,2024-03-01 18:52:00,2024-12-24 07:48:00,2
USER_0494,898.55,268.0,1464.29,27,4862,11,Transportation,13.91,0.09,2024-02-05 13:40:00,2024-11-07 17:03:00,4
USER_0495,1156.88,888.5,1063.19,86,3046,8,Transfer to Friends,15.5,0.25,2024-02-05 17:28:00,2024-07-20 18:33:00,4
USER_0496,800.08,546.0,832.15,161,3249,13,Bills & Utilities,13.62,0.23,2024-04-12 13:53:00,2024-10-31 09:26:00,3
USER_0497,1208.12,594.5,1396.85,66,5688,16,Transfer to Friends,13.81,0.19,2024-01-09 12:46:00,2024-11-27 16:43:00,3
USER_0498,859.08,709.5,812.41,26,2547,12,Transfer to Friends,15.17,0.25,2024-03-10 12:53:00,2024-11-27 22:44:00,3
USER_0499,1285.12,545.5,1805.44,123,5395,8,Transportation,15.0,0.38,2024-01-07 17:00:00,2024-12-28 15:37:00,1
USER_0500,1227.65,920.0,1382.75,43,5063,17,Education,13.35,0.29,2024-01-02 18:30:00,2024-12-09 19:39:00,3
USER_0501,684.43,401.0,607.64,73,1717,14,Bills & Utilities,12.36,0.5,2024-01-02 15:50:00,2024-10-19 09:54:00,3
USER_0502,1344.4,878.0,1295.88,126,3483,5,Education,11.8,0.2,2024-02-09 15:00:00,2024-11-26 14:46:00,4
USER_0503,503.9,390.5,451.89,72,1319,10,Entertainment,14.5,0.0,2024-01-23 12:36:00,2024-10-09 21:28:00,2
USER_0504,794.33,175.0,1316.36,128,4166,9,Bills & Utilities,11.56,0.33,2024-01-19 15:52:00,2024-11-22 14:29:00,0
USER_0505,1304.75,552.0,1881.68,134,7250,16,Education,15.31,0.19,2024-02-04 15:41:00,2024-11-22 15:22:00,3
USER_0506,1104.07,366.5,1415.2,88,4132,14,Food & Dining,15.64,0.36,2024-01-09 16:36:00,2024-11-18 08:44:00,3
USER_0507,885.77,684.0,1038.63,76,4032,13,Shopping,14.69,0.23,2024-01-06 12:11:00,2024-11-27 19:35:00,3
USER_0508,640.5,458.5,526.92,101,1694,8,Shopping,13.88,0.38,2024-02-11 18:01:00,2024-11-25 13:56:00,0
USER_0509,662.92,319.5,732.49,24,2205,12,Bills & Utilities,13.75,0.33,2024-01-31 12:23:00,2024-12-23 17:31:00,3
USER_0510,1076.0,370.5,1718.52,38,5634,10,Groceries,12.5,0.2,2024-02-23 12:41:00,2024-12-10 20:29:00,4
USER_0511,1258.12,727.0,1467.65,38,4077,8,Groceries,14.12,0.25,2024-02-20 11:39:00,2024-12-07 12:42:00,4
USER_0512,1767.75,1394.5,1842.92,211,4071,4,Education,14.75,0.75,2024-02-01 20:43:00,2024-05-04 12:23:00,1
USER_0513,807.9,440.5,1027.89,139,3551,10,Bills & Utilities,13.1,0.3,2024-01-21 15:06:00,2024-11-26 07:52:00,3
USER_0514,1090.45,605.0,1216.29,103,3439,11,Transfer to Friends,13.91,0.18,2024-01-12 14:19:00,2024-12-23 18:29:00,4
USER_0515,648.5,500.0,607.43,24,1787,10,Food & Dining,13.0,0.3,2024-01-04 21:58:00,2024-11-30 09:53:00,2
USER_0516,1159.0,607.0,1306.01,66,4980,15,Transfer to Friends,12.73,0.27,2024-01-08 15:02:00,2024-11-29 10:37:00,3
USER_0517,962.56,306.0,1421.6,55,4198,9,Education,13.11,0.33,2024-02-03 10:12:00,2024-12-12 08:16:00,4
USER_0518,1954.1,1109.0,2024.26,24,5281,10,Transfer to Friends,14.3,0.1,2024-01-05 10:46:00,2024-12-07 19:23:00,1
USER_0519,1117.33,552.0,1345.33,104,4971,15,Bills & Utilities,14.33,0.33,2024-03-05 17:35:00,2024-12-16 08:21:00,3
USER_0520,1146.0,716.0,1342.58,129,4004,7,Education,13.29,0.43,2024-02-14 22:37:00,2024-12-01 10:37:00,0
USER_0521,701.57,521.0,505.79,261,1708,7,Fuel,14.43,0.43,2024-02-17 11:22:00,2024-11-12 18:12:00,0
USER_0522,742.4,493.0,636.24,166,1705,5,Fuel,12.6,0.4,2024-02-26 12:47:00,2024-08-26 10:36:00,0
USER_0523,1221.2,544.0,1747.64,134,5934,10,Education,12.4,0.3,2024-02-08 07:55:00,2024-12-04 16:46:00,4
USER_0524,1160.08,736.0,1268.14,35,4458,12,Entertainment,15.42,0.08,2024-02-01 22:43:00,2024-12-12 14:41:00,4
USER_0525,1540.79,1519.0,1194.66,149,4211,14,Shopping,13.79,0.21,2024-02-07 16:06:00,2024-12-30 07:15:00,3
USER_0526,605.77,374.0,725.71,18,2806,13,Food & Dining,17.31,0.15,2024-03-22 15:25:00,2024-11-25 14:29:00,2
USER_0527,1037.3,514.0,1691.44,55,5691,10,Education,12.8,0.6,2024-02-10 20:19:00,2024-10-26 08:21:00,0
USER_0528,1339.75,999.5,1130.5,340,3668,12,Healthcare,14.0,0.58,2024-02-13 14:51:00,2024-12-06 10:20:00,3
USER_0529,833.6,451.0,709.52,209,1868,5,Food & Dining,16.0,0.4,2024-02-20 21:53:00,2024-10-23 20:18:00,0
USER_0530,846.75,625.5,807.75,151,2684,8,Entertainment,12.88,0.25,2024-03-30 11:32:00,2024-12-13 21:33:00,2
USER_0531,1929.0,1929.0,1024.11,1929,1929,1,Transfer to Friends,14.0,0.0,2024-07-19 14:01:00,2024-07-19 14:01:00,4
USER_0532,2242.62,1391.5,2066.17,175,5721,8,Shopping,17.12,0.38,2024-03-07 16:45:00,2024-12-28 20:44:00,1
USER_0533,1318.5,920.0,1208.76,203,3506,6,Fuel,12.67,0.33,2024-04-01 12:43:00,2024-10-06 11:27:00,4
USER_0534,1580.0,456.0,1776.28,49,4959,10,Education,15.8,0.3,2024-02-05 15:56:00,2024-12-28 20:34:00,1
USER_0535,743.62,533.5,547.24,179,1760,8,Groceries,17.5,0.38,2024-01-21 11:52:00,2024-12-05 19:42:00,0
USER_0536,581.5,211.0,732.93,43,1893,6,Entertainment,16.0,0.0,2024-03-07 07:08:00,2024-06-25 19:31:00,2
USER_0537,428.31,269.0,412.16,64,1483,13,Food & Dining,15.46,0.23,2024-01-05 12:46:00,2024-10-04 17:40:00,2
USER_0538,2142.29,2082.0,1737.29,237,4397,7,Education,13.57,0.43,2024-05-18 15:13:00,2024-12-20 09:14:00,1
USER_0539,951.72,737.5,712.76,163,2483,18,Groceries,13.94,0.33,2024-01-16 10:29:00,2024-12-22 15:06:00,3
USER_0540,800.2,426.0,737.42,373,2102,5,Groceries,14.6,0.2,2024-03-28 13:23:00,2024-11-14 10:18:00,2
USER_0541,926.88,527.0,1090.01,38,3251,8,Food & Dining,16.0,0.12,2024-02-16 12:34:00,2024-10-07 22:19:00,4
USER_0542,651.45,562.0,458.47,92,1543,11,Entertainment,15.45,0.55,2024-01-28 12:30:00,2024-12-26 09:02:00,0
USER_0543,652.17,610.5,620.49,67,1396,6,Healthcare,14.33,0.5,2024-01-03 20:00:00,2024-11-30 12:17:00,0
USER_0544,727.85,537.0,498.93,96,1709,13,Groceries,14.62,0.38,2024-01-09 15:32:00,2024-12-10 19:50:00,3
USER_0545,1788.0,496.0,2539.61,64,6381,8,Fuel,14.88,0.38,2024-02-11 16:12:00,2024-11-09 10:13:00,1
USER_0546,1703.12,814.5,2439.49,355,7590,8,Healthcare,12.38,0.12,2024-02-08 10:43:00,2024-09-02 10:11:00,1
USER_0547,1028.12,1112.5,698.4,82,2021,8,Transportation,15.38,0.12,2024-01-08 16:59:00,2024-10-01 07:58:00,2
USER_0548,1220.23,643.0,1666.06,59,5733,13,Bills & Utilities,14.15,0.23,2024-03-16 19:57:00,2024-11-07 20:22:00,4
USER_0549,1011.55,647.0,1529.98,62,5561,11,Bills & Utilities,13.82,0.36,2024-01-20 16:12:00,2024-11-23 20:11:00,3
USER_0550,730.46,597.0,1017.55,84,3824,13,Transportation,14.92,0.31,2024-01-13 14:47:00,2024-11-11 18:49:00,3
USER_0551,1807.38,840.5,1706.66,306,5631,16,Education,16.06,0.12,2024-02-05 15:57:00,2024-12-26 19:19:00,1
USER_0552,1062.44,557.0,1862.35,87,5996,9,Shopping,17.67,0.0,2024-01-02 20:29:00,2024-12-24 18:54:00,4
USER_0553,743.8,407.0,938.81,104,2387,5,Food & Dining,17.2,0.0,2024-03-28 21:40:00,2024-11-27 19:49:00,2
USER_0554,1139.55,355.0,1547.34,60,5009,11,Food & Dining,15.18,0.0,2024-01-16 20:26:00,2024-10-10 18:40:00,4
USER_0555,1596.0,435.0,1954.31,27,5140,9,Transfer to Friends,13.22,0.44,2024-01-06 21:03:00,2024-12-08 14:01:00,1
USER_0556,2182.5,1542.5,1923.37,501,6243,8,Transfer to Friends,14.38,0.5,2024-04-06 14:37:00,2024-11-23 14:45:00,1
USER_0557,459.2,181.5,444.63,74,1271,10,Transportation,13.8,0.1,2024-04-02 19:28:00,2024-12-22 14:05:00,2
USER_0558,1067.62,693.5,1063.16,62,3092,8,Food & Dining,11.5,0.25,2024-02-25 13:55:00,2024-12-27 06:12:00,4
USER_0559,1250.44,456.0,1479.85,247,4493,9,Bills & Utilities,12.44,0.11,2024-01-05 15:22:00,2024-12-12 08:40:00,4
USER_0560,906.54,798.0,850.94,142,3221,13,Food & Dining,12.62,0.38,2024-01-26 08:00:00,2024-11-26 13:45:00,3
USER_0561,516.0,326.5,646.01,91,2270,10,Entertainment,16.4,0.4,2024-02-24 17:53:00,2024-11-17 19:44:00,0
USER_0562,577.1,474.0,560.72,77,2038,10,Healthcare,15.1,0.4,2024-01-14 14:54:00,2024-11-20 18:53:00,0
USER_0563,873.0,880.5,653.15,95,2218,8,Shopping,13.5,0.12,2024-02-13 16:23:00,2024-11-12 12:58:00,2
USER_0564,769.0,658.0,521.26,318,1442,4,Bills & Utilities,13.5,0.5,2024-05-25 16:08:00,2024-11-09 14:43:00,0
USER_0565,772.5,472.5,693.33,46,2470,16,Healthcare,14.88,0.38,2024-01-04 15:04:00,2024-10-21 10:02:00,3
USER_0566,761.0,503.0,899.97,62,3213,12,Entertainment,14.0,0.25,2024-02-25 07:11:00,2024-11-07 21:43:00,3
USER_0567,707.08,345.0,714.67,74,2025,13,Entertainment,15.38,0.54,2024-01-29 21:35:00,2024-12-05 09:00:00,3
USER_0568,830.09,567.0,717.65,179,2493,11,Bills & Utilities,14.55,0.18,2024-01-23 12:13:00,2024-12-03 15:42:00,2
USER_0569,900.56,379.0,1017.59,145,3324,9,Food & Dining,15.33,0.22,2024-01-18 11:23:00,2024-12-29 19:19:00,4
USER_0570,1976.62,518.5,2527.19,66,6101,8,Entertainment,15.0,0.25,2024-01-07 19:58:00,2024-12-10 08:29:00,1
USER_0571,1335.5,962.0,1131.18,177,4319,12,Healthcare,11.92,0.33,2024-02-09 16:59:00,2024-12-22 11:13:00,3
USER_0572,1164.36,717.0,1048.43,186,3789,14,Bills & Utilities,14.57,0.29,2024-01-21 15:47:00,2024-12-21 17:07:00,3
USER_0573,802.4,707.0,283.24,464,1122,5,Entertainment,18.4,0.6,2024-02-07 20:38:00,2024-09-12 14:35:00,0
USER_0574,1022.38,310.5,1535.53,86,4597,8,Bills & Utilities,12.12,0.12,2024-02-12 08:17:00,2024-12-05 20:30:00,4
USER_0575,749.6,558.5,639.77,147,2230,10,Transfer to Friends,12.8,0.5,2024-01-13 09:57:00,2024-11-21 09:02:00,0
USER_0576,1246.75,752.0,1414.33,189,4519,8,Bills & Utilities,13.25,0.12,2024-01-21 11:08:00,2024-12-17 18:47:00,4
USER_0577,396.67,323.0,217.09,226,641,3,Bills & Utilities,14.67,0.33,2024-08-16 13:21:00,2024-12-10 19:06:00,2
USER_0578,835.67,174.0,1076.89,95,2943,9,Food & Dining,12.89,0.11,2024-01-10 06:38:00,2024-10-24 09:15:00,4
USER_0579,1004.67,347.0,1292.96,34,4285,15,Food & Dining,13.07,0.33,2024-01-14 09:13:00,2024-12-28 21:25:00,3
USER_0580,847.58,572.5,814.97,37,3027,12,Groceries,14.08,0.33,2024-02-25 18:53:00,2024-10-27 07:56:00,3
USER_0581,635.5,526.0,705.11,49,2477,10,Entertainment,14.1,0.3,2024-01-19 10:24:00,2024-12-22 11:21:00,2
USER_0582,1055.14,633.0,976.7,137,2927,7,Entertainment,18.43,0.57,2024-02-01 19:39:00,2024-09-22 21:41:00,0
USER_0583,1210.6,667.5,1094.86,361,3638,10,Food & Dining,14.1,0.1,2024-02-19 20:37:00,2024-12-28 14:04:00,4
USER_0584,851.29,761.0,745.7,134,2071,7,Education,13.29,0.29,2024-01-06 15:09:00,2024-12-11 08:35:00,2
USER_0585,1878.12,1861.0,1466.13,163,3891,8,Education,14.12,0.38,2024-01-14 10:43:00,2024-12-05 13:24:00,1
USER_0586,1262.06,882.0,1270.21,104,4153,17,Shopping,13.47,0.12,2024-01-13 13:41:00,2024-12-16 15:16:00,3
USER_0587,1599.38,1645.0,780.06,489,3054,13,Transfer to Friends,13.92,0.38,2024-01-23 09:40:00,2024-11-13 17:02:00,3
USER_0588,1075.07,942.0,875.17,133,3674,15,Bills & Utilities,14.93,0.13,2024-01-13 16:21:00,2024-12-25 11:50:00,3
USER_0589,676.1,693.0,415.74,171,1364,10,Fuel,12.3,0.2,2024-01-24 10:51:00,2024-09-19 19:29:00,2
USER_0590,2374.8,478.0,4065.43,75,9608,5,Bills & Utilities,13.4,0.8,2024-01-06 15:08:00,2024-11-10 12:27:00,1
USER_0591,1501.62,583.0,1971.46,31,5030,8,Food & Dining,11.75,0.38,2024-01-13 10:00:00,2024-11-29 07:50:00,1
USER_0592,1273.1,954.0,1015.09,91,3460,10,Healthcare,13.9,0.1,2024-01-16 13:12:00,2024-11-09 12:04:00,4
USER_0593,789.8,431.0,817.0,192,2153,5,Shopping,14.0,0.4,2024-01-11 20:59:00,2024-12-18 08:50:00,0
USER_0594,2230.67,2842.5,1412.38,110,3722,6,Education,15.5,0.17,2024-02-12 16:20:00,2024-12-01 15:22:00,1
USER_0595,1074.75,389.0,1312.65,37,4132,16,Education,14.19,0.38,2024-01-11 16:50:00,2024-12-28 18:12:00,3
USER_0596,791.29,571.0,696.55,79,2318,14,Bills & Utilities,14.21,0.36,2024-02-03 16:14:00,2024-12-24 14:19:00,3
USER_0597,1124.89,841.0,882.73,288,3041,9,Food & Dining,13.0,0.33,2024-01-31 09:23:00,2024-11-02 14:10:00,0
USER_0598,1146.67,581.5,1486.48,152,4140,6,Entertainment,15.5,0.17,2024-01-05 18:57:00,2024-12-11 18:41:00,4
USER_0599,442.4,234.0,508.09,44,1295,5,Entertainment,16.2,0.4,2024-06-29 21:15:00,2024-12-05 11:47:00,0
USER_0600,1138.83,836.5,818.16,233,2460,6,Shopping,13.33,0.67,2024-01-14 08:25:00,2024-10-27 16:59:00,0
USER_0601,790.64,503.0,675.94,122,2327,11,Healthcare,13.0,0.27,2024-01-05 12:26:00,2024-12-20 11:31:00,2
USER_0602,983.58,798.0,586.58,302,2149,12,Shopping,13.67,0.42,2024-01-22 19:46:00,2024-11-16 17:39:00,3
USER_0603,745.75,490.5,627.89,223,1903,8,Education,12.88,0.12,2024-01-10 13:26:00,2024-12-06 11:49:00,2
USER_0604,1872.5,775.0,2057.83,224,5325,6,Transfer to Friends,15.33,0.33,2024-01-14 21:40:00,2024-11-25 11:58:00,1
USER_0605,1210.0,1275.5,961.13,15,2962,10,Healthcare,14.9,0.2,2024-05-02 15:02:00,2024-12-09 21:39:00,4
USER_0606,909.33,1002.0,726.45,141,1585,3,Healthcare,12.33,0.0,2024-03-04 09:47:00,2024-11-06 15:19:00,2
USER_0607,1189.67,488.0,1451.12,79,4545,12,Transfer to Friends,12.33,0.5,2024-01-25 11:44:00,2024-11-11 08:56:00,3
USER_0608,698.88,455.0,547.72,124,1789,16,Entertainment,15.5,0.19,2024-02-11 21:52:00,2024-12-18 11:23:00,3
USER_0609,795.08,452.5,1212.61,26,4520,12,Food & Dining,12.17,0.42,2024-02-20 08:40:00,2024-11-10 07:30:00,3
USER_0610,1321.83,599.5,1626.52,43,4305,6,Transfer to Friends,18.5,0.33,2024-04-19 16:01:00,2024-11-25 14:17:00,1
USER_0611,889.67,332.0,1271.67,58,4023,9,Education,15.22,0.11,2024-01-13 15:27:00,2024-12-24 09:40:00,4
