transaction_id,user_id,timestamp,amount,category,receiver_id,receiver_type,status,payment_method,location,day_of_week,hour,is_weekend
TXN_003832,USER_0542,2024-08-19 14:27:00,1022,Education,Merchant_9397,Merchant,SUCCESS,Google Pay,Hyderabad,Monday,14,0
TXN_003833,USER_0841,2024-04-08 19:19:00,636,Groceries,Merchant_8415,Merchant,SUCCESS,PhonePe,Chennai,Monday,19,0
TXN_003834,USER_0419,2024-05-09 12:26:00,1234,Bills & Utilities,Service Provider_5387,Service Provider,SUCCESS,Google Pay,Chennai,Thursday,12,0
TXN_003835,USER_0525,2024-08-17 16:37:00,4211,Education,Individual_1740,Individual,SUCCESS,Cred,Hyderabad,Saturday,16,1
TXN_003836,USER_0749,2024-12-30 20:31:00,236,Food & Dining,Individual_1498,Individual,SUCCESS,Amazon Pay,Kolkata,Monday,20,0
TXN_003837,USER_0765,2024-08-05 08:27:00,53,Transportation,Service Provider_1198,Service Provider,SUCCESS,Amazon Pay,Pune,Monday,8,0
TXN_003838,USER_0654,2024-08-29 18:33:00,37,Transportation,E-commerce_8978,E-commerce,SUCCESS,Google Pay,Kolkata,Thursday,18,0
TXN_003839,USER_0345,2024-04-12 18:28:00,1637,Shopping,Merchant_4436,Merchant,SUCCESS,Paytm,Pune,Friday,18,0
TXN_003840,USER_0625,2024-03-26 18:29:00,507,Entertainment,Service Provider_6206,Service Provider,SUCCESS,PhonePe,Ahmedabad,Tuesday,18,0
TXN_003841,USER_0210,2024-01-23 13:44:00,419,Healthcare,E-commerce_5901,E-commerce,SUCCESS,Amazon Pay,Mumbai,Tuesday,13,0
TXN_003842,USER_0587,2024-02-03 14:05:00,1645,Healthcare,Individual_5115,Individual,SUCCESS,Cred,Mumbai,Saturday,14,1
TXN_003843,USER_0910,2024-10-03 12:02:00,1221,Healthcare,Individual_8081,Individual,SUCCESS,PhonePe,Bangalore,Thursday,12,0
TXN_003844,USER_0735,2024-02-19 17:57:00,605,Transfer to Friends,Service Provider_3410,Service Provider,SUCCESS,Cred,Mumbai,Monday,17,0
TXN_003845,USER_0821,2024-12-04 13:47:00,1706,Bills & Utilities,Service Provider_9690,Service Provider,SUCCESS,Amazon Pay,Bangalore,Wednesday,13,0
TXN_003846,USER_0341,2024-06-17 14:33:00,275,Fuel,Merchant_8678,Merchant,SUCCESS,Google Pay,Kolkata,Monday,14,0
TXN_003847,USER_0158,2024-07-26 09:33:00,460,Food & Dining,Merchant_8209,Merchant,SUCCESS,Cred,Ahmedabad,Friday,9,0
TXN_003848,USER_0483,2024-02-07 20:31:00,605,Entertainment,E-commerce_6940,E-commerce,SUCCESS,Amazon Pay,Hyderabad,Wednesday,20,0
TXN_003849,USER_0979,2024-12-28 17:58:00,16,Transportation,Merchant_9412,Merchant,SUCCESS,BHIM,Kolkata,Saturday,17,1
TXN_003850,USER_0931,2024-05-21 07:28:00,327,Fuel,Individual_1060,Individual,SUCCESS,Amazon Pay,Jaipur,Tuesday,7,0
TXN_003851,USER_0773,2024-05-19 14:44:00,1199,Shopping,E-commerce_9426,E-commerce,SUCCESS,Paytm,Delhi,Sunday,14,1
TXN_003852,USER_0585,2024-10-05 14:53:00,2706,Education,Individual_4600,Individual,SUCCESS,Google Pay,Pune,Saturday,14,1
TXN_003853,USER_0032,2024-10-10 16:15:00,639,Healthcare,Service Provider_3715,Service Provider,SUCCESS,BHIM,Pune,Thursday,16,0
TXN_003854,USER_0859,2024-04-09 15:03:00,492,Groceries,Individual_2616,Individual,SUCCESS,BHIM,Chennai,Tuesday,15,0
TXN_003855,USER_0717,2024-02-15 12:56:00,131,Food & Dining,E-commerce_3978,E-commerce,SUCCESS,Amazon Pay,Chennai,Thursday,12,0
TXN_003856,USER_0673,2024-01-17 17:49:00,87,Transportation,Merchant_9677,Merchant,SUCCESS,PhonePe,Ahmedabad,Wednesday,17,0
TXN_003857,USER_0554,2024-10-10 18:40:00,281,Fuel,Service Provider_3403,Service Provider,SUCCESS,BHIM,Hyderabad,Thursday,18,0
TXN_003858,USER_0842,2024-08-26 14:35:00,1138,Healthcare,E-commerce_9990,E-commerce,SUCCESS,Amazon Pay,Mumbai,Monday,14,0
TXN_003859,USER_0956,2024-09-04 11:13:00,1353,Education,Individual_3187,Individual,FAILED,BHIM,Bangalore,Wednesday,11,0
TXN_003860,USER_0226,2024-07-11 11:52:00,408,Groceries,E-commerce_9234,E-commerce,SUCCESS,Amazon Pay,Mumbai,Thursday,11,0
TXN_003861,USER_0156,2024-09-04 11:54:00,504,Shopping,E-commerce_1927,E-commerce,SUCCESS,PhonePe,Pune,Wednesday,11,0
TXN_003862,USER_0324,2024-12-29 18:33:00,284,Entertainment,Merchant_5596,Merchant,SUCCESS,BHIM,Ahmedabad,Sunday,18,1
TXN_003863,USER_0595,2024-02-08 11:56:00,913,Healthcare,Merchant_8293,Merchant,SUCCESS,BHIM,Ahmedabad,Thursday,11,0
TXN_003864,USER_0322,2024-10-28 14:02:00,1843,Healthcare,Merchant_9923,Merchant,SUCCESS,Amazon Pay,Lucknow,Monday,14,0
TXN_003865,USER_0702,2024-12-16 12:23:00,81,Food & Dining,Individual_8582,Individual,SUCCESS,Amazon Pay,Delhi,Monday,12,0
TXN_003866,USER_0362,2024-02-21 12:19:00,2815,Transfer to Friends,Service Provider_9095,Service Provider,SUCCESS,Amazon Pay,Mumbai,Wednesday,12,0
TXN_003867,USER_0572,2024-04-18 15:33:00,3789,Transfer to Friends,Service Provider_9354,Service Provider,SUCCESS,Amazon Pay,Pune,Thursday,15,0
TXN_003868,USER_0172,2024-03-28 13:45:00,784,Education,Service Provider_9384,Service Provider,SUCCESS,BHIM,Pune,Thursday,13,0
TXN_003869,USER_0211,2024-02-10 08:56:00,562,Fuel,Individual_1276,Individual,SUCCESS,Cred,Ahmedabad,Saturday,8,1
TXN_003870,USER_0409,2024-12-26 08:36:00,46,Transportation,Individual_7539,Individual,SUCCESS,Cred,Delhi,Thursday,8,0
TXN_003871,USER_0185,2024-07-05 08:55:00,73,Transportation,Service Provider_2445,Service Provider,SUCCESS,Amazon Pay,Jaipur,Friday,8,0
TXN_003872,USER_0103,2024-05-18 14:27:00,149,Shopping,Merchant_9368,Merchant,SUCCESS,Google Pay,Mumbai,Saturday,14,1
TXN_003873,USER_0665,2024-11-18 20:07:00,945,Groceries,E-commerce_7357,E-commerce,SUCCESS,Cred,Lucknow,Monday,20,0
TXN_003874,USER_0038,2024-10-17 08:54:00,64,Transportation,E-commerce_3161,E-commerce,SUCCESS,Google Pay,Ahmedabad,Thursday,8,0
TXN_003875,USER_0799,2024-04-21 14:23:00,1333,Shopping,E-commerce_4784,E-commerce,SUCCESS,Google Pay,Kolkata,Sunday,14,1
TXN_003876,USER_0928,2024-08-26 06:11:00,868,Fuel,Service Provider_8440,Service Provider,SUCCESS,PhonePe,Chennai,Monday,6,0
TXN_003877,USER_0731,2024-10-11 16:52:00,1764,Healthcare,E-commerce_9041,E-commerce,SUCCESS,Paytm,Ahmedabad,Friday,16,0
TXN_003878,USER_0524,2024-12-12 14:41:00,4458,Transfer to Friends,Individual_4129,Individual,SUCCESS,Paytm,Hyderabad,Thursday,14,0
TXN_003879,USER_0708,2024-12-15 19:06:00,819,Groceries,E-commerce_8245,E-commerce,SUCCESS,Google Pay,Delhi,Sunday,19,1
TXN_003880,USER_0785,2024-03-21 18:31:00,581,Shopping,Merchant_6290,Merchant,SUCCESS,Paytm,Hyderabad,Thursday,18,0
TXN_003881,USER_0648,2024-06-06 20:25:00,188,Food & Dining,Service Provider_8208,Service Provider,SUCCESS,Cred,Mumbai,Thursday,20,0
TXN_003882,USER_0367,2024-07-13 13:25:00,960,Shopping,E-commerce_4647,E-commerce,SUCCESS,Amazon Pay,Kolkata,Saturday,13,1
TXN_003883,USER_0728,2024-02-15 20:41:00,816,Entertainment,Merchant_6098,Merchant,SUCCESS,Paytm,Jaipur,Thursday,20,0
TXN_003884,USER_0551,2024-06-26 13:39:00,747,Bills & Utilities,Merchant_6101,Merchant,SUCCESS,PhonePe,Kolkata,Wednesday,13,0
TXN_003885,USER_0910,2024-09-02 11:28:00,687,Groceries,Merchant_3496,Merchant,SUCCESS,Google Pay,Hyderabad,Monday,11,0
TXN_003886,USER_0872,2024-03-02 08:27:00,57,Food & Dining,E-commerce_9777,E-commerce,FAILED,BHIM,Delhi,Saturday,8,1
TXN_003887,USER_0333,2024-03-07 14:57:00,3058,Education,Merchant_8174,Merchant,SUCCESS,BHIM,Lucknow,Thursday,14,0
TXN_003888,USER_0458,2024-01-11 06:47:00,717,Fuel,Individual_4803,Individual,SUCCESS,Cred,Kolkata,Thursday,6,0
TXN_003889,USER_0824,2024-01-19 22:56:00,433,Entertainment,E-commerce_9394,E-commerce,SUCCESS,Paytm,Kolkata,Friday,22,0
TXN_003890,USER_0422,2024-05-05 09:58:00,361,Groceries,Merchant_4799,Merchant,SUCCESS,BHIM,Pune,Sunday,9,1
TXN_003891,USER_0977,2024-11-16 20:50:00,342,Entertainment,Merchant_8077,Merchant,SUCCESS,Google Pay,Bangalore,Saturday,20,1
TXN_003892,USER_0628,2024-10-11 11:58:00,657,Healthcare,Individual_9169,Individual,SUCCESS,Amazon Pay,Chennai,Friday,11,0
TXN_003893,USER_0890,2024-07-09 17:51:00,82,Transportation,E-commerce_6997,E-commerce,SUCCESS,BHIM,Bangalore,Tuesday,17,0
TXN_003894,USER_0616,2024-04-19 16:32:00,1149,Shopping,Individual_2711,Individual,SUCCESS,Amazon Pay,Pune,Friday,16,0
TXN_003895,USER_0985,2024-04-19 19:21:00,432,Fuel,Merchant_3239,Merchant,SUCCESS,Amazon Pay,Delhi,Friday,19,0
TXN_003896,USER_0340,2024-06-11 20:10:00,629,Fuel,Service Provider_3681,Service Provider,SUCCESS,Google Pay,Chennai,Tuesday,20,0
TXN_003897,USER_0180,2024-02-03 20:20:00,451,Entertainment,E-commerce_7108,E-commerce,SUCCESS,PhonePe,Jaipur,Saturday,20,1
TXN_003898,USER_0356,2024-05-03 22:54:00,670,Entertainment,E-commerce_7374,E-commerce,FAILED,PhonePe,Ahmedabad,Friday,22,0
TXN_003899,USER_0933,2024-12-25 14:07:00,1172,Bills & Utilities,Service Provider_7296,Service Provider,SUCCESS,BHIM,Kolkata,Wednesday,14,0
TXN_003900,USER_0399,2024-05-09 10:05:00,1905,Shopping,Service Provider_6844,Service Provider,FAILED,Amazon Pay,Kolkata,Thursday,10,0
TXN_003901,USER_0666,2024-12-24 18:35:00,185,Transportation,Service Provider_2882,Service Provider,SUCCESS,BHIM,Delhi,Tuesday,18,0
TXN_003902,USER_0453,2024-02-18 13:35:00,98,Food & Dining,Merchant_3647,Merchant,SUCCESS,Google Pay,Delhi,Sunday,13,1
TXN_003903,USER_0526,2024-05-16 18:33:00,18,Transportation,Merchant_5696,Merchant,SUCCESS,PhonePe,Chennai,Thursday,18,0
TXN_003904,USER_0807,2024-03-21 21:27:00,492,Entertainment,E-commerce_7334,E-commerce,FAILED,Cred,Mumbai,Thursday,21,0
TXN_003905,USER_0723,2024-10-24 15:43:00,1779,Transfer to Friends,Individual_8976,Individual,SUCCESS,BHIM,Kolkata,Thursday,15,0
TXN_003906,USER_0027,2024-06-28 13:14:00,523,Shopping,E-commerce_5728,E-commerce,SUCCESS,Cred,Chennai,Friday,13,0
TXN_003907,USER_0995,2024-06-27 09:21:00,321,Bills & Utilities,Individual_7959,Individual,SUCCESS,Cred,Hyderabad,Thursday,9,0
TXN_003908,USER_0993,2024-10-30 19:32:00,287,Food & Dining,E-commerce_4066,E-commerce,SUCCESS,PhonePe,Jaipur,Wednesday,19,0
TXN_003909,USER_0913,2024-12-16 09:58:00,1595,Bills & Utilities,E-commerce_8412,E-commerce,SUCCESS,BHIM,Delhi,Monday,9,0
TXN_003910,USER_0615,2024-10-30 12:42:00,3491,Education,E-commerce_8135,E-commerce,SUCCESS,PhonePe,Mumbai,Wednesday,12,0
TXN_003911,USER_0143,2024-06-28 15:49:00,1323,Healthcare,Individual_5552,Individual,SUCCESS,Google Pay,Mumbai,Friday,15,0
TXN_003912,USER_0138,2024-04-14 20:30:00,1455,Shopping,Individual_5401,Individual,SUCCESS,Amazon Pay,Lucknow,Sunday,20,1
TXN_003913,USER_0558,2024-11-27 08:33:00,268,Food & Dining,Individual_8171,Individual,SUCCESS,BHIM,Jaipur,Wednesday,8,0
TXN_003914,USER_0227,2024-05-24 12:20:00,1033,Education,Service Provider_1264,Service Provider,SUCCESS,PhonePe,Ahmedabad,Friday,12,0
TXN_003915,USER_0885,2024-05-04 10:11:00,84,Groceries,Service Provider_3453,Service Provider,SUCCESS,Cred,Kolkata,Saturday,10,1
TXN_003916,USER_0283,2024-05-17 11:13:00,2457,Education,Service Provider_5813,Service Provider,SUCCESS,PhonePe,Lucknow,Friday,11,0
TXN_003917,USER_0169,2024-08-18 11:23:00,347,Bills & Utilities,Service Provider_2026,Service Provider,SUCCESS,BHIM,Kolkata,Sunday,11,1
TXN_003918,USER_0872,2024-01-21 13:06:00,1398,Education,E-commerce_6032,E-commerce,SUCCESS,Google Pay,Pune,Sunday,13,1
TXN_003919,USER_0834,2024-12-14 09:08:00,146,Food & Dining,E-commerce_5035,E-commerce,SUCCESS,BHIM,Bangalore,Saturday,9,1
TXN_003920,USER_0389,2024-07-18 09:51:00,642,Bills & Utilities,Service Provider_7248,Service Provider,SUCCESS,Amazon Pay,Hyderabad,Thursday,9,0
TXN_003921,USER_0365,2024-03-13 17:48:00,2698,Transfer to Friends,Individual_8962,Individual,SUCCESS,Cred,Ahmedabad,Wednesday,17,0
TXN_003922,USER_0385,2024-03-08 21:45:00,290,Entertainment,Service Provider_1736,Service Provider,SUCCESS,PhonePe,Chennai,Friday,21,0
TXN_003923,USER_0950,2024-05-07 06:44:00,718,Fuel,Merchant_3931,Merchant,SUCCESS,Cred,Hyderabad,Tuesday,6,0
TXN_003924,USER_0352,2024-09-22 07:39:00,173,Transportation,Service Provider_5727,Service Provider,SUCCESS,Cred,Kolkata,Sunday,7,1
TXN_003925,USER_0897,2024-03-01 08:12:00,366,Fuel,E-commerce_3304,E-commerce,SUCCESS,Google Pay,Jaipur,Friday,8,0
TXN_003926,USER_0933,2024-03-24 09:30:00,846,Fuel,Merchant_5926,Merchant,SUCCESS,BHIM,Chennai,Sunday,9,1
TXN_003927,USER_0980,2024-12-15 13:18:00,463,Bills & Utilities,Service Provider_6917,Service Provider,SUCCESS,Paytm,Pune,Sunday,13,1
TXN_003928,USER_0749,2024-08-24 18:52:00,54,Transportation,E-commerce_5790,E-commerce,SUCCESS,Amazon Pay,Chennai,Saturday,18,1
TXN_003929,USER_0153,2024-07-14 16:42:00,1478,Healthcare,Merchant_5271,Merchant,SUCCESS,Cred,Lucknow,Sunday,16,1
TXN_003930,USER_0469,2024-08-19 11:54:00,445,Fuel,Service Provider_4500,Service Provider,SUCCESS,PhonePe,Bangalore,Monday,11,0
TXN_003931,USER_0896,2024-02-04 13:15:00,117,Food & Dining,Merchant_6279,Merchant,SUCCESS,Paytm,Chennai,Sunday,13,1
TXN_003932,USER_0452,2024-06-19 15:22:00,400,Groceries,E-commerce_2552,E-commerce,SUCCESS,Amazon Pay,Chennai,Wednesday,15,0
TXN_003933,USER_0054,2024-06-30 14:21:00,389,Fuel,Merchant_1979,Merchant,SUCCESS,PhonePe,Jaipur,Sunday,14,1
TXN_003934,USER_0492,2024-08-21 15:48:00,329,Bills & Utilities,Service Provider_4377,Service Provider,SUCCESS,Amazon Pay,Delhi,Wednesday,15,0
TXN_003935,USER_0333,2024-08-18 08:22:00,74,Transportation,Service Provider_4749,Service Provider,SUCCESS,BHIM,Ahmedabad,Sunday,8,1
TXN_003936,USER_0548,2024-05-04 10:14:00,3730,Education,Merchant_1242,Merchant,SUCCESS,BHIM,Jaipur,Saturday,10,1
TXN_003937,USER_0080,2024-07-11 11:10:00,414,Fuel,Merchant_1742,Merchant,SUCCESS,Amazon Pay,Pune,Thursday,11,0
TXN_003938,USER_0647,2024-08-30 15:50:00,406,Fuel,E-commerce_5934,E-commerce,SUCCESS,Google Pay,Hyderabad,Friday,15,0
TXN_003939,USER_0780,2024-05-30 18:43:00,341,Groceries,E-commerce_9977,E-commerce,SUCCESS,Cred,Mumbai,Thursday,18,0
TXN_003940,USER_0147,2024-10-20 15:12:00,4809,Education,Individual_2181,Individual,SUCCESS,Paytm,Kolkata,Sunday,15,1
TXN_003941,USER_0184,2024-10-23 13:36:00,1287,Bills & Utilities,E-commerce_1544,E-commerce,FAILED,PhonePe,Bangalore,Wednesday,13,0
TXN_003942,USER_0200,2024-01-16 09:49:00,282,Food & Dining,E-commerce_6492,E-commerce,SUCCESS,Cred,Hyderabad,Tuesday,9,0
TXN_003943,USER_0932,2024-05-26 20:50:00,590,Food & Dining,Service Provider_3262,Service Provider,SUCCESS,Google Pay,Kolkata,Sunday,20,1
TXN_003944,USER_0759,2024-11-05 07:27:00,126,Transportation,Service Provider_3513,Service Provider,SUCCESS,PhonePe,Pune,Tuesday,7,0
TXN_003945,USER_0419,2024-03-27 10:09:00,522,Groceries,Merchant_6161,Merchant,SUCCESS,PhonePe,Kolkata,Wednesday,10,0
TXN_003946,USER_0328,2024-04-02 22:27:00,4215,Transfer to Friends,Merchant_2563,Merchant,SUCCESS,BHIM,Pune,Tuesday,22,0
TXN_003947,USER_0915,2024-03-30 10:09:00,1173,Bills & Utilities,Individual_3109,Individual,SUCCESS,Google Pay,Bangalore,Saturday,10,1
TXN_003948,USER_0285,2024-03-28 08:39:00,121,Food & Dining,Service Provider_4802,Service Provider,SUCCESS,Amazon Pay,Bangalore,Thursday,8,0
TXN_003949,USER_0189,2024-02-06 20:51:00,1575,Shopping,Service Provider_7189,Service Provider,SUCCESS,Google Pay,Mumbai,Tuesday,20,0
TXN_003950,USER_0098,2024-09-15 15:22:00,1168,Transfer to Friends,Merchant_2865,Merchant,SUCCESS,Google Pay,Kolkata,Sunday,15,1
TXN_003951,USER_0548,2024-09-11 20:51:00,157,Entertainment,Individual_2655,Individual,SUCCESS,Google Pay,Chennai,Wednesday,20,0
TXN_003952,USER_0658,2024-04-01 21:10:00,1551,Shopping,Individual_9470,Individual,SUCCESS,BHIM,Delhi,Monday,21,0
TXN_003953,USER_0816,2024-09-16 09:44:00,304,Bills & Utilities,Individual_5164,Individual,SUCCESS,Paytm,Pune,Monday,9,0
TXN_003954,USER_0696,2024-03-27 22:06:00,361,Entertainment,Individual_4548,Individual,SUCCESS,Paytm,Bangalore,Wednesday,22,0
TXN_003955,USER_0513,2024-01-29 13:22:00,653,Education,Service Provider_8253,Service Provider,SUCCESS,BHIM,Mumbai,Monday,13,0
TXN_003956,USER_0178,2024-02-13 22:51:00,481,Entertainment,E-commerce_4167,E-commerce,SUCCESS,Paytm,Bangalore,Tuesday,22,0
TXN_003957,USER_0764,2024-05-02 19:41:00,625,Food & Dining,Service Provider_5055,Service Provider,SUCCESS,BHIM,Ahmedabad,Thursday,19,0
TXN_003958,USER_0652,2024-07-14 15:38:00,194,Groceries,Service Provider_6906,Service Provider,SUCCESS,Google Pay,Lucknow,Sunday,15,1
TXN_003959,USER_0484,2024-09-17 10:45:00,783,Bills & Utilities,E-commerce_2509,E-commerce,SUCCESS,Paytm,Bangalore,Tuesday,10,0
TXN_003960,USER_0393,2024-01-24 13:10:00,667,Education,Service Provider_2086,Service Provider,SUCCESS,Paytm,Ahmedabad,Wednesday,13,0
TXN_003961,USER_0783,2024-08-23 16:41:00,2317,Education,Service Provider_5035,Service Provider,SUCCESS,Cred,Jaipur,Friday,16,0
TXN_003962,USER_0063,2024-05-04 11:19:00,1792,Transfer to Friends,E-commerce_5917,E-commerce,SUCCESS,PhonePe,Kolkata,Saturday,11,1
TXN_003963,USER_0485,2024-07-21 16:58:00,1829,Healthcare,Individual_7624,Individual,SUCCESS,Amazon Pay,Hyderabad,Sunday,16,1
TXN_003964,USER_0164,2024-01-04 22:41:00,157,Entertainment,Service Provider_7452,Service Provider,SUCCESS,BHIM,Hyderabad,Thursday,22,0
TXN_003965,USER_0683,2024-06-21 13:13:00,576,Bills & Utilities,Individual_7680,Individual,SUCCESS,Google Pay,Lucknow,Friday,13,0
TXN_003966,USER_0565,2024-01-23 13:28:00,283,Healthcare,Individual_5745,Individual,SUCCESS,Google Pay,Pune,Tuesday,13,0
TXN_003967,USER_0506,2024-09-15 17:06:00,1119,Transfer to Friends,Service Provider_2691,Service Provider,SUCCESS,Paytm,Ahmedabad,Sunday,17,1
TXN_003968,USER_0084,2024-09-27 16:52:00,557,Shopping,E-commerce_4219,E-commerce,SUCCESS,Cred,Jaipur,Friday,16,0
TXN_003969,USER_0954,2024-03-06 16:14:00,221,Bills & Utilities,Service Provider_4481,Service Provider,SUCCESS,Cred,Kolkata,Wednesday,16,0
TXN_003970,USER_0421,2024-09-22 12:47:00,244,Fuel,E-commerce_5036,E-commerce,SUCCESS,Cred,Lucknow,Sunday,12,1
TXN_003971,USER_0027,2024-08-30 16:31:00,2335,Education,E-commerce_9821,E-commerce,SUCCESS,Google Pay,Kolkata,Friday,16,0
TXN_003972,USER_0580,2024-04-23 18:04:00,546,Groceries,Merchant_7803,Merchant,SUCCESS,PhonePe,Hyderabad,Tuesday,18,0
TXN_003973,USER_0882,2024-07-01 09:12:00,1363,Bills & Utilities,Merchant_7449,Merchant,SUCCESS,Amazon Pay,Chennai,Monday,9,0
TXN_003974,USER_0712,2024-01-25 18:15:00,611,Groceries,Merchant_5011,Merchant,SUCCESS,PhonePe,Ahmedabad,Thursday,18,0
TXN_003975,USER_0826,2024-12-04 15:59:00,549,Bills & Utilities,Individual_7218,Individual,SUCCESS,PhonePe,Ahmedabad,Wednesday,15,0
TXN_003976,USER_0708,2024-09-24 18:59:00,975,Shopping,Merchant_5487,Merchant,SUCCESS,Amazon Pay,Lucknow,Tuesday,18,0
TXN_003977,USER_0434,2024-06-14 20:38:00,757,Groceries,Individual_7334,Individual,SUCCESS,Cred,Kolkata,Friday,20,0
TXN_003978,USER_0588,2024-12-25 11:50:00,1040,Bills & Utilities,Individual_3006,Individual,SUCCESS,Paytm,Pune,Wednesday,11,0
TXN_003979,USER_0803,2024-01-31 13:37:00,1588,Bills & Utilities,E-commerce_7502,E-commerce,FAILED,Google Pay,Hyderabad,Wednesday,13,0
TXN_003980,USER_0658,2024-09-26 19:28:00,201,Entertainment,Individual_7366,Individual,SUCCESS,Cred,Kolkata,Thursday,19,0
TXN_003981,USER_0353,2024-03-08 10:06:00,999,Education,Individual_2783,Individual,SUCCESS,BHIM,Bangalore,Friday,10,0
TXN_003982,USER_0767,2024-12-25 10:07:00,5104,Transfer to Friends,Merchant_4526,Merchant,SUCCESS,BHIM,Lucknow,Wednesday,10,0
TXN_003983,USER_0269,2024-06-03 10:47:00,129,Fuel,Merchant_3974,Merchant,SUCCESS,Cred,Pune,Monday,10,0
TXN_003984,USER_0720,2024-04-11 16:49:00,3246,Education,E-commerce_2448,E-commerce,SUCCESS,Amazon Pay,Pune,Thursday,16,0
TXN_003985,USER_0463,2024-04-25 13:14:00,211,Food & Dining,Individual_4579,Individual,SUCCESS,Paytm,Chennai,Thursday,13,0
TXN_003986,USER_0615,2024-05-22 07:47:00,203,Transportation,Merchant_7383,Merchant,SUCCESS,PhonePe,Bangalore,Wednesday,7,0
TXN_003987,USER_0359,2024-11-11 22:47:00,2955,Transfer to Friends,Merchant_7575,Merchant,SUCCESS,Cred,Chennai,Monday,22,0
TXN_003988,USER_0582,2024-07-21 20:17:00,2927,Transfer to Friends,Merchant_2332,Merchant,SUCCESS,Google Pay,Chennai,Sunday,20,1
TXN_003989,USER_0238,2024-07-21 20:56:00,421,Entertainment,Individual_8802,Individual,FAILED,Cred,Pune,Sunday,20,1
TXN_003990,USER_0854,2024-10-23 09:17:00,357,Groceries,Service Provider_9740,Service Provider,FAILED,PhonePe,Kolkata,Wednesday,9,0
TXN_003991,USER_0047,2024-05-19 13:26:00,5885,Transfer to Friends,Merchant_2017,Merchant,SUCCESS,PhonePe,Pune,Sunday,13,1
TXN_003992,USER_0506,2024-02-29 20:31:00,4132,Transfer to Friends,Merchant_2210,Merchant,SUCCESS,Paytm,Jaipur,Thursday,20,0
TXN_003993,USER_0094,2024-12-07 18:33:00,118,Transportation,Merchant_5635,Merchant,SUCCESS,Amazon Pay,Lucknow,Saturday,18,1
TXN_003994,USER_0679,2024-08-06 08:20:00,50,Transportation,Merchant_6104,Merchant,SUCCESS,Cred,Bangalore,Tuesday,8,0
TXN_003995,USER_0916,2024-09-22 08:12:00,583,Food & Dining,E-commerce_7832,E-commerce,SUCCESS,PhonePe,Pune,Sunday,8,1
TXN_003996,USER_0938,2024-01-31 16:34:00,431,Fuel,Merchant_1648,Merchant,SUCCESS,Google Pay,Kolkata,Wednesday,16,0
TXN_003997,USER_0148,2024-07-01 07:03:00,118,Transportation,Service Provider_9223,Service Provider,SUCCESS,Cred,Hyderabad,Monday,7,0
TXN_003998,USER_0310,2024-10-12 16:04:00,378,Fuel,Individual_1981,Individual,SUCCESS,Google Pay,Hyderabad,Saturday,16,1
TXN_003999,USER_0203,2024-10-11 17:05:00,189,Transportation,Merchant_8832,Merchant,SUCCESS,Amazon Pay,Delhi,Friday,17,0
TXN_004000,USER_0498,2024-10-10 12:40:00,2354,Transfer to Friends,Individual_9905,Individual,SUCCESS,BHIM,Mumbai,Thursday,12,0
TXN_004001,USER_0082,2024-02-12 09:09:00,1518,Healthcare,Merchant_2415,Merchant,SUCCESS,BHIM,Delhi,Monday,9,0
TXN_004002,USER_0209,2024-03-29 21:03:00,2309,Shopping,Service Provider_1265,Service Provider,SUCCESS,Google Pay,Kolkata,Friday,21,0
TXN_004003,USER_0928,2024-07-22 10:48:00,127,Groceries,Individual_9532,Individual,SUCCESS,Amazon Pay,Delhi,Monday,10,0
TXN_004004,USER_0297,2024-10-18 08:59:00,305,Transportation,Individual_9742,Individual,SUCCESS,BHIM,Kolkata,Friday,8,0
TXN_004005,USER_0325,2024-10-28 20:43:00,958,Shopping,Merchant_4491,Merchant,SUCCESS,BHIM,Ahmedabad,Monday,20,0
TXN_004006,USER_0870,2024-03-31 12:29:00,826,Fuel,E-commerce_7235,E-commerce,SUCCESS,Paytm,Pune,Sunday,12,1
TXN_004007,USER_0193,2024-04-03 08:59:00,2799,Transfer to Friends,Individual_2305,Individual,SUCCESS,PhonePe,Ahmedabad,Wednesday,8,0
TXN_004008,USER_0309,2024-02-27 22:14:00,4566,Transfer to Friends,E-commerce_3000,E-commerce,SUCCESS,Amazon Pay,Kolkata,Tuesday,22,0
TXN_004009,USER_0174,2024-03-11 12:24:00,336,Bills & Utilities,Merchant_6707,Merchant,SUCCESS,Paytm,Mumbai,Monday,12,0
TXN_004010,USER_0078,2024-12-11 11:59:00,368,Bills & Utilities,Service Provider_4568,Service Provider,SUCCESS,Paytm,Mumbai,Wednesday,11,0
TXN_004011,USER_0421,2024-12-01 15:05:00,1598,Transfer to Friends,Individual_7365,Individual,SUCCESS,PhonePe,Pune,Sunday,15,1
TXN_004012,USER_0562,2024-08-27 19:30:00,445,Entertainment,Service Provider_3739,Service Provider,SUCCESS,Paytm,Bangalore,Tuesday,19,0
TXN_004013,USER_0776,2024-10-29 12:43:00,652,Groceries,Merchant_1033,Merchant,SUCCESS,Google Pay,Hyderabad,Tuesday,12,0
TXN_004014,USER_0290,2024-01-22 17:47:00,343,Groceries,E-commerce_9893,E-commerce,SUCCESS,Amazon Pay,Lucknow,Monday,17,0
TXN_004015,USER_0283,2024-05-24 16:58:00,225,Fuel,E-commerce_7396,E-commerce,SUCCESS,Amazon Pay,Kolkata,Friday,16,0
